Cod_Operadora;Operadora;UF;qtd_beneficiarios
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Mato Grosso do Sul;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Minas Gerais;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pará;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraíba;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Paraná;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Pernambuco;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Piauí;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio de Janeiro;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Norte;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rio Grande do Sul;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Rondônia;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Roraima;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Santa Catarina;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
406813;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Sergipe;0
406635;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
406937;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
406945;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
407569;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
408026;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
408034;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
408093;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
408263;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
408794;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
409405;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
409413;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
410110;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
410128;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
410608;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
411248;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
414212;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE;Tocantins;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;São Paulo;12388
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Paraná;6
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Bahia;2
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Mato Grosso do Sul;2
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Santa Catarina;1
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Acre;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Alagoas;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Amapá;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Amazonas;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Ceará;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Distrito Federal;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Espírito Santo;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Goiás;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Maranhão;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Mato Grosso;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Minas Gerais;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Pará;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Paraíba;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Pernambuco;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Piauí;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Rio de Janeiro;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Rio Grande do Norte;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Rio Grande do Sul;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Rondônia;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Roraima;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Sergipe;0
420786;ASSOCIACAO SANTA CASA CLINICAS DE BIRIGUI;Tocantins;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;São Paulo;18969
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Minas Gerais;7
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Paraná;7
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Mato Grosso do Sul;6
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Mato Grosso;5
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Distrito Federal;3
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Goiás;3
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Amapá;1
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Bahia;1
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Pará;1
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Pernambuco;1
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Santa Catarina;1
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Acre;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Alagoas;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Amazonas;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Ceará;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Espírito Santo;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Maranhão;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Paraíba;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Piauí;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Rio de Janeiro;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Rio Grande do Norte;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Rio Grande do Sul;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Rondônia;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Roraima;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Sergipe;0
418803;ASSOCIACAO SANTA CASA SAUDE DE ARACATUBA;Tocantins;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;São Paulo;82283
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Minas Gerais;44
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Rio de Janeiro;21
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Paraná;6
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Santa Catarina;5
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Bahia;4
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Sergipe;3
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Rio Grande do Sul;2
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Espírito Santo;1
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Mato Grosso do Sul;1
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Rondônia;1
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Acre;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Alagoas;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Amapá;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Amazonas;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Ceará;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Distrito Federal;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Goiás;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Maranhão;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Mato Grosso;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Pará;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Paraíba;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Pernambuco;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Piauí;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Rio Grande do Norte;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Roraima;0
419249;ASSOCIACAO SANTA CASA SAUDE DE SAO JOSE DOS;Tocantins;0
418021;ASSOCIACAO SANTA SAUDE;São Paulo;94405
418021;ASSOCIACAO SANTA SAUDE;Rio de Janeiro;35
418021;ASSOCIACAO SANTA SAUDE;Minas Gerais;26
418021;ASSOCIACAO SANTA SAUDE;Ceará;23
418021;ASSOCIACAO SANTA SAUDE;Paraná;14
418021;ASSOCIACAO SANTA SAUDE;Goiás;7
418021;ASSOCIACAO SANTA SAUDE;Santa Catarina;7
418021;ASSOCIACAO SANTA SAUDE;Sergipe;7
418021;ASSOCIACAO SANTA SAUDE;Pernambuco;5
418021;ASSOCIACAO SANTA SAUDE;Bahia;4
418021;ASSOCIACAO SANTA SAUDE;Distrito Federal;4
418021;ASSOCIACAO SANTA SAUDE;Paraíba;4
418021;ASSOCIACAO SANTA SAUDE;Rio Grande do Norte;3
